Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary
Loyal VC,Loyal runs a global venture fund with quarterly redemptions and a proprietary gate-stage process,https://www.crunchbase.com/organization/loyal-vc,0
ACE Ventures,ACE Ventures is an early-stage venture capital specializes in creating businesses and supporting entrepreneurs.,https://www.crunchbase.com/organization/aceleratech,0
Operator Partners,Operator Partners invests in early-stage technology companies and founders.,https://www.crunchbase.com/organization/operator-partners,0
Cabiedes & Partners,Cabiedes & Partners is a Spanish venture capital firm that provides seed funding and early-stage and later-stage investment services.,https://www.crunchbase.com/organization/cabiedes-partners,0
Forbion Capital Partners,Forbion Capital Partners is a private equity and venture capital firm for making investments in buyouts.,https://www.crunchbase.com/organization/forbion-capital-partners,0
Inventure,Inventure is a venture fund that specializes in helping its portfolio companies with talent and expansion.,https://www.crunchbase.com/organization/inventure-oy,0
Cowboy Ventures,Cowboy Ventures is a generalist seed-stage fund focused fund investing in technology startups.,https://www.crunchbase.com/organization/cowboy-ventures,0
Rocket Internet,Rocket Internet incubates and invests in internet and technology companies globally.,https://www.crunchbase.com/organization/rocket-internet,0
Hatcher+,Hatcher+ offers a data-driven venture firm that uses AI/ML-based technologies to identify early-stage opportunities.,https://www.crunchbase.com/organization/hatcher,0
Runa Capital,"Runa Capital is a Luxembourg-based VC focusing on Deeptech, enterprise software and fintech infrastructure.",https://www.crunchbase.com/organization/runa-capital,0
Square Peg Capital,"Square Peg invests in emerging technology companies across the internet economy in Australia and New Zealand, South-East Asia, and Israel.",https://www.crunchbase.com/organization/square-peg-capital,0
LD Capital,LD Capital is an VC investors in the blockchain field in Asia.,https://www.crunchbase.com/organization/ld-capital,1
Fifty Years,Fifty Years is an early stage VC fund backing entrepreneurs solving the world's biggest problems.,https://www.crunchbase.com/organization/fifty-years,0
Borderless Capital,Borderless Capital is a Web3-native investment manager with focus on fostering dynamic blockchain ecosystems.,https://www.crunchbase.com/organization/borderless-capital,1
CMS Holdings,CMS Holdings is a principal investment firm that focuses on making investments across the cryptoasset ecosystem.,https://www.crunchbase.com/organization/cms-holdings,1
M Ventures,M Ventures invests in innovative technologies and products with the potential to significantly impact Merck‘s core business areas.,https://www.crunchbase.com/organization/merckventures,1
468 Capital,468 Capital is an investment firm that identifies and manages opportunities across various markets and industries.,https://www.crunchbase.com/organization/468-capital,0
CoinFund,CoinFund is a private cryptoasset investor and blockchain research and advisory firm that focuses on crypto and blockchain investments.,https://www.crunchbase.com/organization/coinfund,1
TheVentureCity,TheVentureCity is a global early-stage venture fund that invests in product-centric startups.,https://www.crunchbase.com/organization/the-venture-city,0
IRIS,IRIS is a tech VC and growth firm,https://www.crunchbase.com/organization/iris-capital,0
Robot Ventures,Robot Ventures is a (pre-)seed investor in exceptional fintech and blockchain companies.,https://www.crunchbase.com/organization/robot-ventures,1
Framework Ventures,Framework Ventures is a venture capital firm that invests in founders that enable blockchain technologies.,https://www.crunchbase.com/organization/framework-ventures,1
Seraphim Space,We support space entrepreneurship from inception to exit. We are the global industry leader.,https://www.crunchbase.com/organization/seraphim-capital,0
Karista,"VC firm with a focus on early-stage innovative companies with high-growth potential in Health, Digital, Tech, and NewSpace.",https://www.crunchbase.com/organization/karista,0
Amazon Alexa Fund,Amazon Alexa Fund provides up to $200 million in venture capital funding to fuel voice technology innovation.,https://www.crunchbase.com/organization/amazon-alexa-fund,1
TGFS - Technologiegründerfonds Sachsen,TGFS invests in start ups and young companies in the high technology area headquartered or located in Saxony.,https://www.crunchbase.com/organization/technologiegrnderfonds-sachsen,0
Big Idea Ventures,"Solving the world's greatest challenges by backing the world's best entrepreneurs, scientists and engineers",https://www.crunchbase.com/organization/big-idea-ventures,0
1kx,1kx is a crypto investment firm that specializes in ecosystem growth.,https://www.crunchbase.com/organization/1kx,0
Rethink Education,Rethink Education is a venture capital fund focusing exclusively on education technology that invests in early- and growth-stage startups.,https://www.crunchbase.com/organization/rethink-education,1
Deutsche Telekom Strategic Investments,"Deutsche Telekom Strategic Investments is managed by Deutsche Telekom Capital Partners, the investment management Group of Deutsche Telekom.",https://www.crunchbase.com/organization/t-venture,0
Possible Ventures,Possible Ventures backs ambitious teams building frontier technology to positively impact people and the planet.,https://www.crunchbase.com/organization/possible-ventures,0
Base10 Partners,Base10 is an early-stage venture capital firm investing in the automation of the real economy.,https://www.crunchbase.com/organization/base10-partners,0
Third Sphere,"Early-stage fund focused on rapid, scalable climate action and targeting outsized impact and outsized returns.",https://www.crunchbase.com/organization/urban-us,0
Unusual Ventures,"Unusual Ventures is a venture capital firm that focuses on early-stage investments in AI, cybersecurity, and fintech startups.",https://www.crunchbase.com/organization/unusual-ventures,0
PSV,"As a venture house, our mission is to clear the path for founders who build companies that matter.",https://www.crunchbase.com/organization/preseed-innovation,0
Tiny VC,"Early Stage Investments by Philipp Moehring, Andy Chung, Ophelia Cai and Sandra Lyness",https://www.crunchbase.com/organization/tiny-vc,0
Seedstars,Impacting people’s lives in emerging & frontier markets through technology and entrepreneurship,https://www.crunchbase.com/organization/seedstars,0
AgFunder,AgFunder invests in impactful companies that can positively transform the world's food system.,https://www.crunchbase.com/organization/agfunder,1
Startupbootcamp Australia,Startupbootcamp Australia is the leading global accelerator for innovative startups solving problems that make the world a better place.,https://www.crunchbase.com/organization/startupbootcamp-energy-australia,0
6th Man Ventures,"6th Man Ventures is investing in Web3 projects, protocols, and companies.",https://www.crunchbase.com/organization/6th-man-ventures,1
Connect Ventures,"Connect Ventures invests in the best product-led companies in Europe at seed stage. Categories: Consumer, Health, Fintech, SaaS",https://www.crunchbase.com/organization/connect-ventures,0
Hedosophia,Hedosophia is a global investment firm supporting category defining technology companies,https://www.crunchbase.com/organization/hedosophia,0
Fin Capital,Fin is an asset management firm specializing in B2B Fintech Software,https://www.crunchbase.com/organization/fin-venture-capital,1
Owl Ventures,Owl Ventures is a venture capital fund that invests in education technology companies.,https://www.crunchbase.com/organization/owl-ventures-lp,1
FinTech Collective,"FinTech Collective is a New York-based venture capital fund, focused exclusively on financial services technology companies.",https://www.crunchbase.com/organization/fintech-collective,1
Berkeley SkyDeck Fund,Berkeley SkyDeck Fund is an investment Arm Behind UC Berkeley's SkyDeck Accelerator.,https://www.crunchbase.com/organization/berkeley-skydeck-fund,0
