Organization Name,Description,Organization Name URL,B2B Binary
Mantle8,Mantle8 is a natural hydrogen exploration company.,https://www.crunchbase.com/organization/mantle8,
Opsima,SaaS Cloud Cost optimisation,https://www.crunchbase.com/organization/opsima,
Kiosk,Kiosk provides AI powered WhatsApp Marketing platform for companies engage with their customers.,https://www.crunchbase.com/organization/kiosk-f470,
Cominty,Agentic AI for work,https://www.crunchbase.com/organization/cominty,
HEXANA,HEXANA is an energy platform that combines flexible sodium-cooled fast neutron reactors with a thermal management system.,https://www.crunchbase.com/organization/hexana,
The Mobile-First Company,"he Mobile-First Company focuses on developing, expanding, and upgrading mobile apps to simplify your workflow.",https://www.crunchbase.com/organization/the-mobile-first-company,
Callyope,Callyope is a human-centered technology can improve the quality of life.,https://www.crunchbase.com/organization/callyope,
Eclipse,Eclipse aims to balance energy by promoting renewable energy deployment through stationary storage solutions.,https://www.crunchbase.com/organization/eclipse-bfa6,
Hylé,"Hylé is the modular ZK stack's core layer, providing a secure, decentralized, and censorship-resistant settlement layer for all ZK proofs.",https://www.crunchbase.com/organization/hylé,
Swaap,The market neutral AMM.,https://www.crunchbase.com/organization/swaap,
Skynopy,Connecting satellites. As a service,https://www.crunchbase.com/organization/skynopy,
Theseus,Theseus creates and develops a digital tool that analyzes and organizes points of recorded conversations.,https://www.crunchbase.com/organization/theseus,
Phocea DC,"Phocea DC is a self-sufficient, secure, and environmentally friendly option for hosting IT in a data center.",https://www.crunchbase.com/organization/phocea-dc,
Narval,Narval empowers organizations to securely use their digital assets on-chain and interact with the Web3 world.,https://www.crunchbase.com/organization/narval-dfd6,
Hoji,Hoji is a startup studio focused on driving the environmental transformation of manufacturers.,https://www.crunchbase.com/organization/hoji,
Nūmi,Nūmi mission to redefine health through groundbreaking research making the unparalleled benefits of breast milk accessible to all.,https://www.crunchbase.com/organization/nūmi,
Decade Energy,Decade Energy is a logistics electrification and smart energy solution provider,https://www.crunchbase.com/organization/decade-energy,
Swaive,Swaive operates a financial firm that invests in risk-free instruments. The organization allows you to park your money without risk.,https://www.crunchbase.com/organization/swaive,
Immortal Game,Immortal Game Play-and-Earn. Free-to-Play. Immortal Game introduces a new layer of strategy to the most played board game in the world.,https://www.crunchbase.com/organization/immortal-game-b8b2,
Catalog,Catalog is the first plug-and-play tool exclusively designed to digitise small-to-medium B2B merchants ordering process.,https://www.crunchbase.com/organization/catalog-d64f,
Alteva,"Alteva develops innovative, ultra-lightweight and high-performance battery cells for the decarbonisation.",https://www.crunchbase.com/organization/alteva-4ee5,
Wavo,"Wavo provides debt-free inventory financing for SMEs, enabling them to grow without cash constraints.",https://www.crunchbase.com/organization/wavo-26e0,
Bolero,"Sound investments, on repeat: the leading music rights FinTech",https://www.crunchbase.com/organization/bolero-music,
Willow Stories,"Willow is a platform that helps families create personalized, affordable tributes to honor loved ones.",https://www.crunchbase.com/organization/willow-stories,
Actionable,Actionable is a startup specializing in predictive analysis of customer satisfaction using artificial intelligence,https://www.crunchbase.com/organization/actionable-e133,
Praxy.ai,We are SaaS company providing healthcare professional with a AI suit to save time and improve patient therapeutic follow up,https://www.crunchbase.com/organization/praxysante,
Jinko,Jinko provides tailored supportive care to those impacted by cancer.,https://www.crunchbase.com/organization/jinko-4211,
Solteo,Solteo operates as a platform for photovoltaic installers.,https://www.crunchbase.com/organization/solteo,
fxhash,The open platform for artists and collectors to live out their passion for generative art.,https://www.crunchbase.com/organization/fxhash,
Ida,Ida's goal is to remove food waste from distribution.,https://www.crunchbase.com/organization/ida-439c,
ENAKL,Enakl is a mobility company providing bus-sharing solutions for commute rides in MEA region.,https://www.crunchbase.com/organization/enakl,
Quivr,"Quivr is an open-source AI platform that enables organizations to chat with their tools, documentation, APIs, and databases.",https://www.crunchbase.com/organization/quivr-9189,
Foodflow,"FoodFlow offers a marketplace model for local, responsible brands to restaurateurs.",https://www.crunchbase.com/organization/foodflow,
Meddenovo Drug Design,Meddenovo Drug Design is a software company that specializes in molecular modeling with a focus on cyclic peptide therapeutics.,https://www.crunchbase.com/organization/meddenovo-drug-design,
Skarlett,Skarlett is a real estate firm that provides purchasing power to the old age people by releasing the wealth blocked in real estate assets.,https://www.crunchbase.com/organization/skarlett,
Nova Carbon,Nova Carbon's mission is to develop a range of high performance semi-finished products made from recycled carbon fiber.,https://www.crunchbase.com/organization/nova-carbon,
POWER.XYZ,The Next-Gen Customer Experience Platform for Iconic Brands,https://www.crunchbase.com/organization/metav-rs,
Atlendis Labs,Atlendis Labs is an online platform that offers capital-efficient DeFi lending protocol that provides uncollateralized crypto loans.,https://www.crunchbase.com/organization/atlendis-labs,
Sirius NeoSight,Sirius NeoSight is a biotech and pharmaceutical company that detects subclinical neo-cancers and provide treatment for it.,https://www.crunchbase.com/organization/sirius-neosight,
Mobula Labs,"Mobula provides curated datasets for builders: blockchain market data, wallets data, metadata and interfaces to query them.",https://www.crunchbase.com/organization/mobula-labs,
Klart AI,Klart AI revolutionizes workplace productivity and collaboration through AI-driven real-time support and robust data privacy.,https://www.crunchbase.com/organization/klart-ai,
Agnostic,Agnostic is an app development and analytics platform that helps build and analyse blockchain data.,https://www.crunchbase.com/organization/agnosticeng,
Sourcepulse,Your early warning system for software delivery,https://www.crunchbase.com/organization/srcpulse,
Edonia,Edonia offers plant-based protein food production with low processed & micro-algae based ingredients.,https://www.crunchbase.com/organization/edonia,
Kompanion Care,Democratizing Brain Health - GenAI Powered Digital Psychotherapies,https://www.crunchbase.com/organization/kompanion-care,
Darwin,Darwin is the foundations of our societies are inherently connected to nature.,https://www.crunchbase.com/organization/darwin-e506,
Auxo,Auxo Dynamics assists businesses in transitioning to a more sustainable business strategy.,https://www.crunchbase.com/organization/auxo-8694,
Sora,Sora aims to transform commercial real estate by providing a turnkey solution that unites an abundance of vacant offices.,https://www.crunchbase.com/organization/sora-6ef3,
Pixii Motors,The company's dedication to technology innovation for intelligent urban mobility and indicate a deeptech element.,https://www.crunchbase.com/organization/pixii-motors,
Wax,"WAX is a marketing platform that lets organizations manage a robust, GDPR-compliant whatsApp channel to increase consumer interaction.",https://www.crunchbase.com/organization/wax-a185,
Omaha Insights,Omaha Insights is a company that provides standardized financial data and analytical tools to help investors do research and analysis.,https://www.crunchbase.com/organization/omaha-insights,
Mangrove DAO,Mangrove DAO is an order book-based Decentralised exchange that allows liquidity providers to post arbitrary smart contracts as offers.,https://www.crunchbase.com/organization/mangrove-dao,
Terratis,Terratis company uses the Sterile Insect Technique (SIT) to reduce the populations of tiger mosquitoes and agricultural pests.,https://www.crunchbase.com/organization/terratis,
Harvy,Harvy offers a delivery management platform that helps producers and retailers reduce their logistics costs.,https://www.crunchbase.com/organization/harvy,
